	run	task	split	label	tn_count	fp_count	fn_count	tp_count	stratifier	stratum_key
109	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_4_	671	71	59	207	span_distance	4.0
110	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_5_	472	47	39	162	span_distance	5.0
111	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_6_	438	49	60	137	span_distance	6.0
112	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_7_	236	36	26	80	span_distance	7.0
113	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_8_	225	12	38	103	span_distance	8.0
114	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_9_	210	20	17	77	span_distance	9.0
115	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_10_	155	10	9	60	span_distance	10.0
116	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_11_	97	12	14	39	span_distance	11.0
117	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_12_	175	17	16	62	span_distance	12.0
118	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_13_	89	4	7	62	span_distance	13.0
119	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_14_	107	8	7	40	span_distance	14.0
120	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_15_	146	12	8	50	span_distance	15.0
121	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_16_	39	1	3	11	span_distance	16.0
122	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_17_	37	3	2	12	span_distance	17.0
123	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_18_	57	8	5	20	span_distance	18.0
124	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_19_	26	0	9	19	span_distance	19.0
125	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_20_	40	6	6	20	span_distance	20.0
126	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_21_	46	0	6	20	span_distance	21.0
127	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_22_	11	3	1	3	span_distance	22.0
128	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_24_	8	0	2	8	span_distance	24.0
129	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_26_	8	0	0	10	span_distance	26.0
130	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_27_	25	2	2	7	span_distance	27.0
131	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_28_	8	0	1	9	span_distance	28.0
132	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_29_	12	1	1	4	span_distance	29.0
